sentiment,headline,words
neutral,"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",31
neutral,"The parties have also agreed that L+�nnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",35
positive,The pipeline is strong .,5
neutral,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,30
neutral,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",34
neutral,"The record date for dividend distribution is March 14 , 2008 .",12
neutral,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",32
neutral,The second-quarter net sales are expected to be on par with the first quarter of 2009 .,17
positive,"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",24
neutral,The solid fuel is heated before sludge is mixed therein . '',12
neutral,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",24
neutral,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",29
positive,"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",22
neutral,"The total donation amount is EUR 1,115,000 .",8
neutral,"The total investment necessary will be EUR40m , the company estimated .",12
neutral,The total project duration is three years and it is valued at some EUR11 .5 m.,16
neutral,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",22
neutral,"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",37
neutral,The upgraded factory is scheduled to come on stream in the summer of 2008 .,15
neutral,The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',27
positive,"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",22
neutral,"They are responsible for their own operations , customer relationships , and the development of these .",17
neutral,This allows devices such as mobile phones to become a few millimetres thinner .,14
neutral,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",29
positive,This is the first time Finnair has been awarded an agreement with the UK government .,16
neutral,This organization will assume the responsibility for operations in Russia .,11
neutral,This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .,26
neutral,Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,14
neutral,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",19
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",21
neutral,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,20
neutral,"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",40
neutral,To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,22
neutral,"To see more of New Haven Register , or to subscribe to the newspaper .",15
neutral,"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",27
neutral,"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",31
neutral,Together they generate Aspo 's goodwill .,7
neutral,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",26
neutral,UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,14
